CY,PCY,FY,PFY,L90,B1_ALT_ID,CAT1,DATE1,DATE2,DATE3,TOPIC,ALLEGATION,SOURCE,LANGUAGE,REQUEST_TYPE,OUTCOME,ENFO_OUTCOME,STATUS,STAFF,ENFO_RECORD
0,1,1,0,1,2021-24889-INT,INTAKE_RECEIVED,11/12/2021 0:00,,,Other,,Call from 311,English,Information Request,Information Provided,,,B,
1,0,1,0,1,2022-26571-INT,INTAKE_RECEIVED,2/7/2022 14:17,,,Paid Safe and Sick Leave,,Direct Call,English,Information Request,Information Provided,,,A,
0,1,0,1,0,2021-20942-INT,INTAKE_RECEIVED,4/21/2021 11:04,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,Q,
0,0,0,1,0,2020-15427-INT,INTAKE_RECEIVED,12/29/2020 12:16,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,K,
0,1,0,1,0,2021-16893-INT,INTAKE_RECEIVED,1/27/2021 9:53,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,S,
0,1,0,1,0,2021-17226-INT,INTAKE_RECEIVED,2/1/2021 16:26,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,D,
0,0,0,1,0,2020-13276-INT,INTAKE_RECEIVED,11/18/2020 15:42,,,Health & Safety,,Call from Hotline,English,Information Request,Information Provided,,,U,
0,0,0,0,0,2020-02686-INT,INTAKE_RECEIVED,6/10/2020 18:09,6/16/2020 13:38,6,Wage & Hour,,Call from Hotline,Spanish,Information Request,Assigned for Review,Matter Created,,K,2020-00431-ENF
0,0,0,1,0,2020-10075-INT,INTAKE_RECEIVED,9/25/2020 14:17,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,S,
0,1,1,0,0,2021-24834-INT,INTAKE_RECEIVED,11/8/2021 0:00,,,Other,,Call from 311,English,Information Request,,,,W,
0,0,0,1,0,2020-11251-INT,INTAKE_RECEIVED,10/15/2020 10:55,,,Health & Safety,,Call from Hotline,English,Information Request,Assigned for Referral Review,,,J,
0,0,0,1,0,2020-09310-INT,INTAKE_RECEIVED,9/15/2020 14:25,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,B,
0,0,0,1,0,2020-09101-INT,INTAKE_RECEIVED,9/11/2020 14:06,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,T,
0,1,0,1,0,2021-17768-INT,INTAKE_RECEIVED,2/10/2021 15:23,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,L,
0,0,0,1,0,2020-07559-INT,INTAKE_RECEIVED,8/18/2020 14:05,,,Health & Safety,,Call from Hotline,English,Information Request,Information Provided,,,U,
0,1,1,0,0,2021-23830-INT,INTAKE_RECEIVED,8/3/2021 14:50,,,Wage & Hour,,Email,English,Information Request,Information Provided,,,V,
0,0,0,1,0,2020-06857-INT,INTAKE_RECEIVED,8/6/2020 14:35,,,Unemployment Insurance,,Call from Hotline,Spanish,Information Request,,,,J,
0,0,0,1,0,2020-04904-INT,INTAKE_RECEIVED,7/14/2020 9:20,,,Health & Safety,,Call from Hotline,English,Information Request,Information Provided,,,L,
0,1,1,0,1,2022-25842-INT,INTAKE_RECEIVED,12/28/2021 0:00,,,Paid Safe and Sick Leave,Retaliated (incl. threats),Email,English,Retaliation w/ Termination,Assigned for Review,Matter Created,,S,
0,0,0,0,0,2020-02133-INT,INTAKE_RECEIVED,5/11/2020 10:33,,,Wage & Hour,,Direct Call,English,Information Request,Information Provided,,,Q,
0,0,0,0,0,2020-00885-INT,INTAKE_RECEIVED,3/16/2020 0:00,,,Unemployment Insurance,,,English,Information Request,Information Provided,,,E,
0,0,0,1,0,2020-05412-INT,INTAKE_RECEIVED,7/15/2020 0:00,,,Health & Safety,,Call from Hotline,English,Information Request,Information Provided,,,Q,
0,0,0,1,0,2020-04841-INT,INTAKE_RECEIVED,7/13/2020 14:22,,,Other,,Call from 311,English,Information Request,Information Provided,,,F,
0,0,0,1,0,2020-12574-INT,INTAKE_RECEIVED,11/5/2020 12:56,,,Paid Safe and Sick Leave,,Call from Hotline,English,Information Request,Information Provided,,,Z,
1,0,1,0,1,2022-26518-INT,INTAKE_RECEIVED,2/1/2022 0:00,,,Wage & Hour,,Call from 311,English,Information Request,,,,V,
0,1,0,1,0,2021-21614-INT,INTAKE_RECEIVED,5/6/2021 10:11,6/28/2021 13:05,53,Paid Safe and Sick Leave,Did not provide notice,Call from 311,English,Retaliation w/ Termination,Assigned for Review,Matter Created,,Y,2021-00985-ENF
0,0,0,1,0,2020-06645-INT,INTAKE_RECEIVED,8/4/2020 14:54,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,G,
0,0,0,1,0,2020-04004-INT,INTAKE_RECEIVED,7/2/2020 10:21,,,Paid Safe and Sick Leave,,Call from Hotline,English,Information Request,Information Provided,,,L,
0,0,0,1,0,2020-09358-INT,INTAKE_RECEIVED,9/16/2020 10:37,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,A,
0,1,1,0,0,2021-24494-INT,INTAKE_RECEIVED,10/5/2021 16:32,,,Paid Safe and Sick Leave,,Referral,English,Information Request,Referral Provided,,,N,
0,0,0,1,0,2020-05357-INT,INTAKE_RECEIVED,7/20/2020 9:44,,,Health & Safety,,Call from Hotline,English,Information Request,Information Provided,,,M,
0,0,0,1,0,2020-05917-INT,INTAKE_RECEIVED,7/24/2020 13:01,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,D,
0,0,0,1,0,2020-10838-INT,INTAKE_RECEIVED,10/8/2020 13:29,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,L,
0,0,0,1,0,2020-06640-INT,INTAKE_RECEIVED,8/4/2020 14:12,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,A,
0,1,0,1,0,2021-22930-INT,INTAKE_RECEIVED,6/21/2021 12:14,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,E,
0,0,0,1,0,2020-06504-INT,INTAKE_RECEIVED,8/3/2020 11:37,,,Paid Safe and Sick Leave,,Call from 311,English,Information Request,Information Provided,,,M,
0,0,0,0,0,2020-02640-INT,INTAKE_RECEIVED,6/10/2020 13:38,,,Other,,Call from Hotline,Spanish,Other,Information Provided,,,S,
0,0,0,1,0,2020-11222-INT,INTAKE_RECEIVED,10/14/2020 16:49,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,J,
0,0,0,1,0,2020-05875-INT,INTAKE_RECEIVED,7/23/2020 17:23,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,W,
0,0,0,1,0,2020-06900-INT,INTAKE_RECEIVED,8/5/2020 0:00,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,F,
0,0,0,1,0,2020-08852-INT,INTAKE_RECEIVED,9/9/2020 12:55,,,Health & Safety,,Call from Hotline,English,Complaint,,,,I,
0,0,0,0,0,2020-02550-INT,INTAKE_RECEIVED,6/9/2020 11:36,,,Health & Safety,,Call from Hotline,English,Information Request,Assigned for Referral Review,,,B,
0,0,0,1,0,2020-11537-INT,INTAKE_RECEIVED,10/20/2020 11:00,,,Other,,Call from Hotline,Spanish,Information Request,Information Provided,,,J,
0,0,0,1,0,2020-15148-INT,INTAKE_RECEIVED,12/18/2020 16:43,,,Paid Safe and Sick Leave,,Call from Hotline,English,Information Request,Assigned for Review,Decision Made Not to Docket,,C,
0,0,0,1,0,2020-05156-INT,INTAKE_RECEIVED,7/16/2020 10:48,,,Unemployment Insurance,,Call from Hotline,English,Information Request,Information Provided,,,H,
0,0,0,1,0,2020-04554-INT,INTAKE_RECEIVED,7/9/2020 11:09,,,Temporary Schedule Change,,Call from Hotline,French Creole,Information Request,Information Provided,,,Y,
0,0,0,1,0,2020-08031-INT,INTAKE_RECEIVED,8/27/2020 10:06,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,U,
0,0,0,1,0,2020-05762-INT,INTAKE_RECEIVED,7/22/2020 16:49,,,Other,,Call from Hotline,English,Information Request,,,,F,
0,0,0,0,0,2020-01131-INT,INTAKE_RECEIVED,3/27/2020 0:00,,,Other,,Email,English,Information Request,Information Provided,,,B,
0,1,1,0,1,2021-25408-INT,INTAKE_RECEIVED,12/22/2021 11:45,,,Fair Scheduling - Retail,,Email,English,Information Request,Information Provided,,,K,
0,0,0,1,0,2020-10680-INT,INTAKE_RECEIVED,10/7/2020 10:13,,,Health & Safety,,Call from Hotline,English,Complaint,Information Provided,,,P,
0,0,0,0,0,2020-01775-INT,INTAKE_RECEIVED,4/16/2020 14:26,,,Paid Safe and Sick Leave,,Call from 311,English,Information Request,Information Provided,,,Z,
0,0,0,0,0,2020-02706-INT,INTAKE_RECEIVED,6/10/2020 21:27,,,Health & Safety,,Call from Hotline,English,Information Request,Information Provided,,,G,
0,1,1,0,0,2021-23673-INT,INTAKE_RECEIVED,7/20/2021 10:49,,,Wage & Hour,,Email,English,Information Request,Information Provided,,,G,
0,1,0,1,0,2021-21486-INT,INTAKE_RECEIVED,5/4/2021 10:30,,,Other,,Email,English,Information Request,Information Provided,,,V,
0,1,0,1,0,2021-16294-INT,INTAKE_RECEIVED,1/14/2021 14:58,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,W,
0,0,0,0,0,2020-00667-INT,INTAKE_RECEIVED,3/19/2020 15:03,,,Paid Safe and Sick Leave,,Call from 311,English,Information Request,Information Provided,,,Z,
0,1,0,1,0,2021-23265-INT,INTAKE_RECEIVED,6/30/2021 11:27,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,M,
0,1,0,1,0,2021-22948-INT,INTAKE_RECEIVED,6/17/2021 0:00,,,Paid Safe and Sick Leave,,E-form from Mayor's Office,English,Information Request,Information Provided,,,X,
0,1,0,1,0,2021-18675-INT,INTAKE_RECEIVED,3/3/2021 14:46,,,Other,,Direct Call,English,Information Request,Information Provided,Decision Made Not to Docket,,C,
0,0,0,1,0,2020-05079-INT,INTAKE_RECEIVED,7/15/2020 13:29,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,C,
0,1,0,1,0,2021-21393-INT,INTAKE_RECEIVED,4/30/2021 12:00,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,X,
0,0,0,1,0,2020-08178-INT,INTAKE_RECEIVED,8/28/2020 15:32,,,Health & Safety,,Call from Hotline,English,Information Request,Information Provided,,,A,
0,0,0,0,0,2020-01274-INT,INTAKE_RECEIVED,3/27/2020 0:00,,,Paid Safe and Sick Leave,,Email,English,Information Request,Information Provided,,,O,
0,0,0,0,0,2020-00729-INT,INTAKE_RECEIVED,3/20/2020 17:11,,,Other,,Direct Call,English,Information Request,Information Provided,,,P,
0,0,0,1,0,2020-07660-INT,INTAKE_RECEIVED,8/20/2020 12:17,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,J,
0,1,0,1,0,2021-18809-INT,INTAKE_RECEIVED,3/5/2021 12:42,,,Unemployment Insurance,,Direct Call,English,Information Request,Information Provided,,,D,
0,1,1,0,0,2021-24700-INT,INTAKE_RECEIVED,10/26/2021 0:00,10/27/2021 10:00,1,Paid Safe and Sick Leave,,Email,English,Complaint,Assigned for Review,Intake Linked to Existing Matter,,E,2021-00761-ENF
0,1,0,1,0,2021-21951-INT,INTAKE_RECEIVED,5/18/2021 10:02,,,Other,,Call from 311,English,Information Request,Information Provided,,,E,
0,0,0,1,0,2020-13030-INT,INTAKE_RECEIVED,11/12/2020 0:00,2/23/2021 16:45,103,Paid Safe and Sick Leave,Failed to maintain adequate policy,Email,Spanish,Complaint,Assigned for Review,Matter Created,,F,2021-00783-ENF
0,1,1,0,1,2021-25147-INT,INTAKE_RECEIVED,12/7/2021 0:00,12/8/2021 10:38,1,Freelance Isn't Free,,Email,English,Complaint,Assigned for Review,Matter Created,,N,2021-01249-ENF
0,0,0,0,0,2020-03270-INT,INTAKE_RECEIVED,6/17/2020 0:00,,,Other,,Call from Hotline,English,Information Request,,,,P,
0,0,0,0,0,2020-02995-INT,INTAKE_RECEIVED,6/16/2020 13:47,,,Paid Safe and Sick Leave,,Call from Hotline,English,Information Request,Information Provided,,,C,
0,1,1,0,0,2021-23769-INT,INTAKE_RECEIVED,7/26/2021 11:20,,,Unemployment Insurance,,Call from 311,English,Information Request,,,,N,
0,0,0,1,0,2020-07146-INT,INTAKE_RECEIVED,8/11/2020 17:13,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,D,
0,1,0,1,0,2021-22767-INT,INTAKE_RECEIVED,6/11/2021 10:42,,,Commuter Benefits,,Email,English,Information Request,Information Provided,,,L,
0,0,0,1,0,2020-13375-INT,INTAKE_RECEIVED,11/19/2020 15:06,,,Health & Safety,,Call from Hotline,English,Information Request,Information Provided,,,A,
0,1,0,1,0,2021-21040-INT,INTAKE_RECEIVED,4/22/2021 12:36,,,Other,,Call from 311,English,Complaint,Information Provided,,,O,
0,0,0,1,0,2020-10211-INT,INTAKE_RECEIVED,9/28/2020 17:02,,,Health & Safety,,Call from Hotline,English,Complaint,Information Provided,,,M,
0,0,0,1,0,2020-14239-INT,INTAKE_RECEIVED,12/3/2020 15:55,,,Unemployment Insurance,,Call from Hotline,English,Information Request,Information Provided,,,K,
0,1,0,1,0,2021-23535-INT,INTAKE_RECEIVED,6/28/2021 0:00,9/3/2021 11:22,67,Paid Safe and Sick Leave,Required unreasonable notice,Direct Call,English,Information Request,Information Provided,Matter Created,,C,2021-01083-ENF
0,1,1,0,1,2021-25213-INT,INTAKE_RECEIVED,12/12/2021 0:00,,,Paid Safe and Sick Leave,,Email,English,Information Request,Information Provided,,,A,
0,0,0,1,0,2020-11287-INT,INTAKE_RECEIVED,10/14/2020 0:00,,,Paid Safe and Sick Leave,,Email,English,Information Request,,,,T,
0,0,0,1,0,2020-12112-INT,INTAKE_RECEIVED,10/28/2020 12:32,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,G,
0,0,0,1,0,2020-07315-INT,INTAKE_RECEIVED,8/13/2020 16:20,,,Other,,Call from Hotline,English,Information Request,,,,T,
0,0,0,1,0,2020-09768-INT,INTAKE_RECEIVED,9/21/2020 0:00,,,Paid Safe and Sick Leave,,Email,English,Information Request,Information Provided,,,K,
0,1,0,1,0,2021-15649-INT,INTAKE_RECEIVED,1/5/2021 14:00,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,X,
0,0,0,0,0,2020-01669-INT,INTAKE_RECEIVED,4/8/2020 0:00,,,Other,,E-form from Mayor's Office,English,Information Request,Information Provided,,,V,
0,1,0,1,0,2021-16729-INT,INTAKE_RECEIVED,1/25/2021 11:25,,,Paid Safe and Sick Leave,,Call from Hotline,English,Information Request,Information Provided,,,Q,
0,0,0,1,0,2020-15105-INT,INTAKE_RECEIVED,12/18/2020 12:46,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,X,
0,0,0,0,0,2020-00659-INT,INTAKE_RECEIVED,3/13/2020 0:00,3/19/2020 14:35,6,Freelance Isn't Free,Non-pmnt on dates agreed/within 30 days if no agreed date,Email,English,Complaint,Assigned for Review,Matter Created,,H,2020-00191-ENF
0,0,0,0,0,2020-03500-INT,INTAKE_RECEIVED,6/24/2020 14:04,,,Other,,Call from Hotline,English,Other,Information Provided,,,N,
0,0,0,1,0,2020-06568-INT,INTAKE_RECEIVED,8/3/2020 17:26,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,U,
0,1,1,0,1,2021-25334-INT,INTAKE_RECEIVED,12/17/2021 15:38,,,Paid Safe and Sick Leave,,Direct Call,English,Information Request,Information Provided,,,M,
0,0,0,1,0,2020-04585-INT,INTAKE_RECEIVED,7/9/2020 13:46,,,Health & Safety,,Call from Hotline,English,Information Request,Information Provided,,,E,
0,0,0,1,0,2020-13927-INT,INTAKE_RECEIVED,12/1/2020 10:07,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,Z,
0,0,0,1,0,2020-13147-INT,INTAKE_RECEIVED,11/16/2020 13:49,,,Health & Safety,,Call from Hotline,English,Information Request,Information Provided,,,L,
0,1,1,0,1,2021-25291-INT,INTAKE_RECEIVED,12/15/2021 12:06,,,Commuter Benefits,,Call from 311,English,Information Request,Information Provided,Decision Made Not to Docket,,H,
0,0,0,1,0,2020-10350-INT,INTAKE_RECEIVED,10/1/2020 10:21,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,E,
0,0,0,1,0,2020-09550-INT,INTAKE_RECEIVED,9/18/2020 9:37,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,C,
0,1,0,1,0,2021-16870-INT,INTAKE_RECEIVED,1/25/2021 0:00,1/26/2021 16:51,1,Freelance Isn't Free,Non-pmnt on dates agreed/within 30 days if no agreed date,Email,English,Complaint,Assigned for Review,Matter Created,,B,2021-00743-ENF
0,1,0,1,0,2021-22870-INT,INTAKE_RECEIVED,6/17/2021 16:07,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,P,
0,0,0,0,0,2020-03772-INT,INTAKE_RECEIVED,6/29/2020 16:43,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,X,
0,0,0,1,0,2020-10367-INT,INTAKE_RECEIVED,10/1/2020 11:53,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,V,
0,0,0,1,0,2020-08503-INT,INTAKE_RECEIVED,9/2/2020 19:28,,,Health & Safety,,Referral,English,Information Request,Information Provided,,,C,
0,0,0,1,0,2020-11490-INT,INTAKE_RECEIVED,10/19/2020 15:22,1/28/2021 14:51,101,Paid Safe and Sick Leave,Did not pay for use,Email,English,Complaint,Assigned for Review,Matter Created,,K,2021-00752-ENF
0,1,0,1,0,2021-21086-INT,INTAKE_RECEIVED,4/23/2021 10:55,4/23/2021 13:26,0,Freelance Isn't Free,Non-pmnt on dates agreed/within 30 days if no agreed date,Email,English,Information Request,Assigned for Review,Matter Created,,M,2021-00873-ENF
0,1,0,1,0,2021-23535-INT,INTAKE_RECEIVED,6/28/2021 0:00,,,Paid Safe and Sick Leave,Required EE to find replacement,Direct Call,English,Information Request,Assigned for Review,Matter Created,,A,
0,1,0,1,0,2021-17788-INT,INTAKE_RECEIVED,2/10/2021 16:41,,,Health & Safety,,Call from Hotline,English,Complaint,,,,E,
0,0,0,0,0,2020-02285-INT,INTAKE_RECEIVED,5/20/2020 0:00,5/21/2020 9:57,1,Paid Safe and Sick Leave,Retaliated (incl. threats),Email,English,Complaint,,Matter Created,,Z,2020-00388-ENF
0,0,0,1,0,2020-06348-INT,INTAKE_RECEIVED,7/30/2020 16:30,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,D,
0,0,0,0,0,2020-02615-INT,INTAKE_RECEIVED,6/10/2020 9:57,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,S,
0,0,0,1,0,2020-07109-INT,INTAKE_RECEIVED,8/11/2020 13:21,,,Health & Safety,,Call from Hotline,English,Information Request,Information Provided,,,K,
0,1,1,0,0,2021-24326-INT,INTAKE_RECEIVED,9/23/2021 10:18,,,Health & Safety,,Call from 311,English,Information Request,Information Provided,,,Q,
0,0,0,0,0,2020-01072-INT,INTAKE_RECEIVED,3/24/2020 0:00,,,Paid Safe and Sick Leave,,Email,English,Information Request,Information Provided,,,O,
0,0,0,1,0,2020-14947-INT,INTAKE_RECEIVED,12/16/2020 15:17,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,U,
0,1,0,1,0,2021-22653-INT,INTAKE_RECEIVED,6/9/2021 11:35,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,Q,
0,1,1,0,1,2021-25443-INT,INTAKE_RECEIVED,12/22/2021 0:00,1/4/2022 11:44,13,Freelance Isn't Free,Non-pmnt on dates agreed/within 30 days if no agreed date,Email,English,Complaint,Assigned for Review,Matter Created,,Z,2022-01279-ENF
0,1,1,0,0,2021-24226-INT,INTAKE_RECEIVED,9/12/2021 0:00,,,Unemployment Insurance,,Email,English,Information Request,,,,S,
0,0,0,1,0,2020-15247-INT,INTAKE_RECEIVED,12/23/2020 10:22,,,Paid Safe and Sick Leave,,Email,English,Other,Information Provided,,,F,
0,1,0,1,0,2021-18112-INT,INTAKE_RECEIVED,2/18/2021 15:30,,,Paid Safe and Sick Leave,,Direct Call,English,Information Request,Information Provided,,,T,
0,0,0,1,0,2020-14786-INT,INTAKE_RECEIVED,12/14/2020 15:58,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,B,
0,1,1,0,0,2021-23633-INT,INTAKE_RECEIVED,7/16/2021 14:11,10/4/2021 16:20,80,Paid Safe and Sick Leave,Did not provide adequate notice,Referral,English,Complaint,Information Provided,Matter Created,,D,2021-01146-ENF
0,1,0,1,0,2021-17546-INT,INTAKE_RECEIVED,2/5/2021 16:37,,,Paid Safe and Sick Leave,,Email,English,Information Request,Information Provided,,,Y,
0,0,0,1,0,2020-10320-INT,INTAKE_RECEIVED,9/29/2020 16:55,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,N,
0,0,0,0,0,2020-01111-INT,INTAKE_RECEIVED,3/26/2020 0:00,,,Other,,Email,English,Information Request,Information Provided,,,I,
0,1,1,0,0,2021-24497-INT,INTAKE_RECEIVED,10/6/2021 10:15,,,Wage & Hour,,Email,English,Information Request,Information Provided,Decision Made Not to Docket,,W,
0,1,0,1,0,2021-20587-INT,INTAKE_RECEIVED,4/9/2021 14:16,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,U,
0,1,0,1,0,2021-20486-INT,INTAKE_RECEIVED,3/3/2021 0:00,,,Freelance Isn't Free,,Email,English,Information Request,Information Provided,Decision Made Not to Docket,,Y,
0,1,0,1,0,2021-22895-INT,INTAKE_RECEIVED,6/18/2021 0:00,,,Paid Safe and Sick Leave,,Email,English,Information Request,Information Provided,,,K,
0,0,0,1,0,2020-10554-INT,INTAKE_RECEIVED,10/5/2020 13:22,,,Health & Safety,,Call from Hotline,English,Complaint,Information Provided,,,L,
0,0,0,1,0,2020-09089-INT,INTAKE_RECEIVED,9/11/2020 12:43,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,A,
0,1,0,1,0,2021-22568-INT,INTAKE_RECEIVED,6/7/2021 14:58,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,T,
0,0,0,1,0,2020-10827-INT,INTAKE_RECEIVED,10/8/2020 12:45,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,K,
0,0,0,1,0,2020-08697-INT,INTAKE_RECEIVED,9/8/2020 11:25,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,H,
0,0,0,0,0,2020-01339-INT,INTAKE_RECEIVED,3/28/2020 0:00,,,Paid Safe and Sick Leave,,Email,English,Information Request,Information Provided,,,H,
0,0,0,1,0,2020-04885-INT,INTAKE_RECEIVED,7/13/2020 17:19,,,Other,,Call from Hotline,English,Information Request,,,,A,
0,0,0,1,0,2020-04479-INT,INTAKE_RECEIVED,7/8/2020 15:04,,,Other,,Call from 311,English,Information Request,Information Provided,,,F,
0,0,0,1,0,2020-07687-INT,INTAKE_RECEIVED,8/20/2020 16:54,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,U,
0,0,0,1,0,2020-05257-INT,INTAKE_RECEIVED,7/10/2020 0:00,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,T,
0,0,0,1,0,2020-05218-INT,INTAKE_RECEIVED,7/15/2020 0:00,,,Wage & Hour,,Email,English,Information Request,,,,Y,
0,0,0,1,0,2020-04490-INT,INTAKE_RECEIVED,7/8/2020 15:58,,,Health & Safety,,Call from Hotline,English,Information Request,Information Provided,,,H,
0,1,0,1,0,2021-22339-INT,INTAKE_RECEIVED,5/29/2021 0:00,,,Paid Safe and Sick Leave,Failed to maintain adequate policy,Email,English,Information Request,Assigned for Review,Decision Made Not to Docket,,T,
0,1,0,1,0,2021-21423-INT,INTAKE_RECEIVED,4/30/2021 17:50,,,Paid Safe and Sick Leave,,Email,English,Information Request,Information Provided,,,R,
0,0,0,1,0,2020-04481-INT,INTAKE_RECEIVED,7/8/2020 15:37,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,T,
0,0,0,0,0,2020-00624-INT,INTAKE_RECEIVED,3/17/2020 18:16,,,Paid Safe and Sick Leave,,Direct Call,English,Information Request,Information Provided,,,X,
0,1,0,1,0,2021-20743-INT,INTAKE_RECEIVED,4/16/2021 15:14,4/20/2021 14:38,4,Freelance Isn't Free,Non-pmnt on dates agreed/within 30 days if no agreed date,Email,English,Complaint,Assigned for Review,Matter Created,,U,2021-00863-ENF
0,1,1,0,1,2021-24912-INT,INTAKE_RECEIVED,11/15/2021 0:00,1/18/2022 14:02,64,Paid Safe and Sick Leave,Did not allow use,Mail,English,Complaint,Assigned for Review,Matter Created,,L,2022-01318-ENF
0,1,0,1,0,2021-15838-INT,INTAKE_RECEIVED,1/7/2021 14:33,,,Health & Safety,,Call from Hotline,English,Information Request,,,,K,
0,0,0,1,0,2020-09600-INT,INTAKE_RECEIVED,9/18/2020 14:14,,,Health & Safety,,Call from Hotline,English,Information Request,Information Provided,,,S,
0,1,0,1,0,2021-21911-INT,INTAKE_RECEIVED,5/14/2021 16:25,,,Paid Safe and Sick Leave,Did not allow use,Email,English,Information Request,Assigned for Review,Matter Created,,I,
0,0,0,1,0,2020-08961-INT,INTAKE_RECEIVED,9/10/2020 12:08,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,X,
0,1,0,1,0,2021-18041-INT,INTAKE_RECEIVED,2/17/2021 11:46,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,K,
0,1,0,1,0,2021-18030-INT,INTAKE_RECEIVED,2/17/2021 10:51,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,B,
0,0,0,0,0,2020-01611-INT,INTAKE_RECEIVED,4/9/2020 15:31,,,Paid Safe and Sick Leave,,Direct Call,English,Information Request,Information Provided,,,W,
0,0,0,1,0,2020-09943-INT,INTAKE_RECEIVED,9/24/2020 11:36,,,Health & Safety,,Call from Hotline,English,Information Request,Information Provided,,,N,
0,1,0,1,0,2021-17850-INT,INTAKE_RECEIVED,2/11/2021 16:36,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,P,
0,1,0,1,0,2021-16992-INT,INTAKE_RECEIVED,1/28/2021 11:14,,,Health & Safety,,Call from Hotline,English,Complaint,,,,B,
0,0,0,1,0,2020-07320-INT,INTAKE_RECEIVED,8/13/2020 17:22,,,Health & Safety,,Call from Hotline,English,Information Request,Information Provided,,,E,
0,0,0,1,0,2020-09207-INT,INTAKE_RECEIVED,9/14/2020 13:12,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,P,
0,1,1,0,1,2021-24970-INT,INTAKE_RECEIVED,11/19/2021 10:24,,,Other,,Direct Call,English,Information Request,Information Provided,,,D,
0,0,0,1,0,2020-06292-INT,INTAKE_RECEIVED,7/30/2020 11:15,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,Z,
0,1,0,1,0,2021-17181-INT,INTAKE_RECEIVED,1/29/2021 0:00,,,Discrimination/Harassment,,Email,English,Information Request,Information Provided,,,V,
0,1,0,1,0,2021-22994-INT,INTAKE_RECEIVED,6/22/2021 13:32,,,Workers' Compensation,,Call from 311,English,Information Request,Information Provided,,,T,
0,0,0,1,0,2020-11411-INT,INTAKE_RECEIVED,10/16/2020 14:49,,,Health & Safety,,Call from Hotline,English,Information Request,Information Provided,,,A,
0,0,0,1,0,2020-05881-INT,INTAKE_RECEIVED,7/24/2020 9:12,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,Y,
0,0,0,0,0,2020-01209-INT,INTAKE_RECEIVED,3/31/2020 15:45,,,Paid Safe and Sick Leave,,Call from 311,English,Information Request,Information Provided,,,C,
0,0,0,1,0,2020-11402-INT,INTAKE_RECEIVED,10/16/2020 13:59,,,Health & Safety,,Call from Hotline,English,Information Request,Information Provided,,,B,
0,0,0,1,0,2020-12397-INT,INTAKE_RECEIVED,11/2/2020 12:43,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,B,
